"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"5J7AKMWM","journalArticle","2020","Lyu, W.; Wehby, G.L.","Community use of face masks and COVID-19: Evidence from a natural experiment of state mandates in the US","Health Affairs","","02782715 (ISSN)","10.1377/hlthaff.2020.00818","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088869336&doi=10.1377%2fhlthaff.2020.00818&partnerID=40&md5=e43bb4129bfcd90b654fec5dff8a39d7","State policies mandating public or community use of face masks or covers in mitigating the spread of coronavirus disease 2019 (COVID-19) are hotly contested. This study provides evidence from a natural experiment on the effects of state government mandates for face mask use in public issued by fifteen states plus Washington, D.C., between April 8 and May 15, 2020. The research design is an event study examining changes in the daily county-level COVID-19 growth rates between March 31 and May 22, 2020. Mandating face mask use in public is associated with a decline in the daily COVID-19 growth rate by 0.9, 1.1, 1.4, 1.7, and 2.0 percentage points in 1–5, 6–10, 11–15, 16–20, and 21 or more days after state face mask orders were signed, respectively. Estimates suggest that as a result of the implementation of these mandates, more than 200,000 COVID-19 cases were averted by May 22, 2020. The findings suggest that requiring face mask use in public could help in mitigating the spread of COVID-19. © 2020 Project HOPE— The People-to-People Health Foundation, Inc.","2020","2021-11-01 22:16:56","2021-11-12 20:03:29","","1419-1425","","8","39","","","","","","","","","","","","","Scopus","","","","Publisher: Project HOPE","","/Users/jodi/Zotero/storage/HUZ24IQH/Lyu and Wehby - 2020 - Community Use Of Face Masks And COVID-19 Evidence.pdf; /Users/jodi/Zotero/storage/B5EFHBUM/Lyu and Wehby - 2020 - Community Use Of Face Masks And COVID-19 Evidence.pdf","","female; human; major clinical study; male; practice guideline; controlled study; United States; public health; government; Humans; Male; Female; Public Health; Washington; Needs Assessment; public policy; Masks; Pandemics; Pneumonia, Viral; Communicable Disease Control; Coronavirus Infections; procedures; pandemic; Article; coronavirus disease 2019; Coronavirus infection; virus pneumonia; mask; social distance; communicable disease control; employee; legislation and jurisprudence; mandatory program; Mandatory Programs; needs assessment; organization and management; social distancing; traffic and transport","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J5948MWD","journalArticle","2004","Roy, C.J.; Milton, D.K.","Airborne Transmission of Communicable Infection - The Elusive Pathway","New England Journal of Medicine","","00284793 (ISSN)","10.1056/NEJMp048051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4444348103&doi=10.1056%2fNEJMp048051&partnerID=40&md5=ff5345f1d60f37190b7421847c8fdb51","","2004","2021-11-01 22:16:56","2021-11-12 20:05:38","","1710-1712","","17","350","","","","","","","","","","","","","Scopus","","","","","","; ","http://www.ncbi.nlm.nih.gov/pubmed/15102996; http://www.ncbi.nlm.nih.gov/pubmed/15102996","human; priority journal; review; influenza; epidemic; Humans; Hong Kong; disease transmission; Communicable Diseases; Aerosols; Air Microbiology; Severe Acute Respiratory Syndrome; Tuberculosis; aerosol; respiratory tract infection; infection control; airborne infection; tuberculosis; severe acute respiratory syndrome; communicable disease; nanoparticle; opportunistic infection; sanitation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5PFKW7KH","journalArticle","2020","Schuit, M.; Ratnesar-Shumate, S.; Yolitz, J.; Williams, G.; Weaver, W.; Green, B.; Miller, D.; Krause, M.; Beck, K.; Wood, S.; Holland, B.; Bohannon, J.; Freeburger, D.; Hooper, I.; Biryukov, J.; Altamura, L.A.; Wahl, V.; Hevey, M.; Dabisch, P.","Airborne SARS-CoV-2 is rapidly inactivated by simulated sunlight","Journal of Infectious Diseases","","00221899 (ISSN)","10.1093/infdis/jiaa334","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088608891&doi=10.1093%2finfdis%2fjiaa334&partnerID=40&md5=cfaafec4b9248e7e5a18ff7fe435e37c","Aerosols represent a potential transmission route of COVID-19. This study examined effect of simulated sunlight, relative humidity, and suspension matrix on stability of SARS-CoV-2 in aerosols. Simulated sunlight and matrix significantly affected decay rate of the virus. Relative humidity alone did not affect the decay rate; however, minor interactions between relative humidity and other factors were observed. Mean decay rates (± SD) in simulated saliva, under simulated sunlight levels representative of late winter/early fall and summer were 0.121 ± 0.017 min−1 (90% loss, 19 minutes) and 0.306 ± 0.097 min−1 (90% loss, 8 minutes), respectively. Mean decay rate without simulated sunlight across all relative humidity levels was 0.008 ± 0.011 min−1 (90% loss, 286 minutes). These results suggest that the potential for aerosol transmission of SARS-CoV-2 may be dependent on environmental conditions, particularly sunlight. These data may be useful to inform mitigation strategies to minimize the potential for aerosol transmission. © The Author(s) 2020. Published by Oxford University Press for the Infectious Diseases Society of America. This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial-NoDerivs licence (http://creativecommons.org/licenses/ by-nc-nd/4.0/), which permits non-commercial reproduction and distribution of the work, in any medium, provided the original work is not altered or transformed in any way, and that the work is properly cited.","2020","2021-11-01 22:16:55","2021-11-12 20:06:02","","564-571","","4","222","","","","","","","","","","","","","Scopus","","","","Publisher: Oxford University Press","","","","priority journal; controlled study; nonhuman; simulation; summer; saliva; Animals; Culture Media; Hydrogen-Ion Concentration; Computer Simulation; COVID-19; Pandemics; Pneumonia, Viral; Betacoronavirus; Coronavirus Infections; SARS-CoV-2; pandemic; Article; microbiology; Aerosols; Air Microbiology; Humidity; aerosol; animal cell; coronavirus disease 2019; Coronavirus infection; Severe acute respiratory syndrome coronavirus 2; virology; virus pneumonia; virus transmission; animal; Chlorocebus aethiops; Vero cell line; Vero Cells; humidity; virus inactivation; chemistry; culture medium; radiation response; winter; Aerosol decay; Aerosol persistence; computer simulation; pH; regression analysis; Regression Analysis; Relative humidity; Saliva; sunlight; Sunlight","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68ERAIRD","journalArticle","2020","Van Doremalen, N.; Bushmaker, T.; Morris, D.H.; Holbrook, M.G.; Gamble, A.; Williamson, B.N.; Tamin, A.; Harcourt, J.L.; Thornburg, N.J.; Gerber, S.I.; Lloyd-Smith, J.O.; De Wit, E.; Munster, V.J.","Aerosol and surface stability of SARS-CoV-2 as compared with SARS-CoV-1","New England Journal of Medicine","","00284793 (ISSN)","10.1056/NEJMc2004973","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083049942&doi=10.1056%2fNEJMc2004973&partnerID=40&md5=2a3e5e589aece650bdf40510bd9d7556","","2020","2021-11-01 22:16:54","2021-11-12 19:55:24","","1564-1567","","16","382","","","","","","","","","","","","","Scopus","","","","Publisher: Massachussetts Medical Society","","","","human; priority journal; comparative study; half life time; pandemic; aerosol; coronavirus disease 2019; Severe acute respiratory syndrome coronavirus 2; virus strain; virus transmission; fomite; virus load; SARS coronavirus; virus replication; Letter; environmental factor; copper; infectious dose; lower respiratory tract; plastic; stainless steel; tissue culture; upper respiratory tract","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K9INI5PI","journalArticle","2020","Ong, S.W.X.; Tan, Y.K.; Chia, P.Y.; Lee, T.H.; Ng, O.T.; Wong, M.S.Y.; Marimuthu, K.","Air, Surface Environmental, and Personal Protective Equipment Contamination by Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) from a Symptomatic Patient","JAMA - Journal of the American Medical Association","","00987484 (ISSN)","10.1001/jama.2020.3227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081587880&doi=10.1001%2fjama.2020.3227&partnerID=40&md5=1a29fc03a58afb39be9f9af01dbac59a","","2020","2021-11-01 22:16:54","2021-11-12 20:05:01","","1610-1612","","16","323","","","","","","","","","","","","","Scopus","","","","Publisher: American Medical Association","","/Users/jodi/Zotero/storage/ATXTNGVF/2762692.html; /Users/jodi/Zotero/storage/63AIQ9EA/2762692.html; /Users/jodi/Zotero/storage/22DGPTM6/Ong et al. - 2020 - Air, Surface Environmental, and Personal Protectiv.pdf; /Users/jodi/Zotero/storage/6BWUQKGC/Ong et al. - 2020 - Air, Surface Environmental, and Personal Protectiv.pdf; /Users/jodi/Zotero/storage/G6TTSIAP/2762692.html; /Users/jodi/Zotero/storage/CXQENAKW/2762692.html","","case report; human; priority journal; clinical article; diarrhea; disease course; epidemic; informed consent; Singapore; general practitioner; Humans; Pandemics; Pneumonia, Viral; Personal Protective Equipment; Real-Time Polymerase Chain Reaction; Betacoronavirus; Coronavirus Infections; pandemic; coronavirus disease 2019; Coronavirus infection; isolation and purification; real time reverse transcription polymerase chain reaction; Severe acute respiratory syndrome coronavirus 2; virology; virus pneumonia; virus shedding; Virus Shedding; airborne infection; virus load; feces analysis; Letter; air pollution; real time polymerase chain reaction; viral contamination; air quality; environmental sanitation; Equipment and Supplies, Hospital; Equipment Contamination; hospital equipment; isolation facility; medical device contamination; protective equipment; RNA directed RNA polymerase; troclosene; viral upper respiratory tract infection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2I7KXM8X","journalArticle","2015","Menachery, V.D.; Yount, B.L., Jr.; Debbink, K.; Agnihothram, S.; Gralinski, L.E.; Plante, J.A.; Graham, R.L.; Scobey, T.; Ge, X.-Y.; Donaldson, E.F.; Randell, S.H.; Lanzavecchia, A.; Marasco, W.A.; Shi, Z.-L.; Baric, R.S.","A SARS-like cluster of circulating bat coronaviruses shows potential for human emergence","Nature Medicine","","10788956 (ISSN)","10.1038/nm.3985","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949623850&doi=10.1038%2fnm.3985&partnerID=40&md5=ce8bbb051f22429e9832672beb681b57","The emergence of severe acute respiratory syndrome coronavirus (SARS-CoV) and Middle East respiratory syndrome (MERS)-CoV underscores the threat of cross-species transmission events leading to outbreaks in humans. Here we examine the disease potential of a SARS-like virus, SHC014-CoV, which is currently circulating in Chinese horseshoe bat populations. Using the SARS-CoV reverse genetics system, we generated and characterized a chimeric virus expressing the spike of bat coronavirus SHC014 in a mouse-adapted SARS-CoV backbone. The results indicate that group 2b viruses encoding the SHC014 spike in a wild-type backbone can efficiently use multiple orthologs of the SARS receptor human angiotensin converting enzyme II (ACE2), replicate efficiently in primary human airway cells and achieve in vitro titers equivalent to epidemic strains of SARS-CoV. Additionally, in vivo experiments demonstrate replication of the chimeric virus in mouse lung with notable pathogenesis. Evaluation of available SARS-based immune-therapeutic and prophylactic modalities revealed poor efficacy; both monoclonal antibody and vaccine approaches failed to neutralize and protect from infection with CoVs using the novel spike protein. On the basis of these findings, we synthetically re-derived an infectious full-length SHC014 recombinant virus and demonstrate robust viral replication both in vitro and in vivo. Our work suggests a potential risk of SARS-CoV re-emergence from viruses currently circulating in bat populations. © 2015 Nature America, Inc. All rights reserved.","2015","2021-11-01 22:16:53","2021-11-12 20:04:21","","1508-1513","","12","21","","","","","","","","","","","","","Scopus","","","","Publisher: Nature Publishing Group","","/Users/jodi/Zotero/storage/VG9D9CBC/nm.html; /Users/jodi/Zotero/storage/XUTQEMG7/nm.html; /Users/jodi/Zotero/storage/GCVZNZJE/Menachery et al. - 2015 - A SARS-like cluster of circulating bat coronavirus.pdf; /Users/jodi/Zotero/storage/ZBT3WKNJ/Menachery et al. - 2015 - A SARS-like cluster of circulating bat coronavirus.pdf; /Users/jodi/Zotero/storage/DK4QUJZX/nm.html; /Users/jodi/Zotero/storage/EGQ7H68W/nm.html","","female; human; priority journal; immunohistochemistry; nonhuman; epidemic; in vitro study; pathogenesis; Humans; Female; Animals; Mice, Inbred BALB C; Phylogeny; Lung; SARS Virus; Antibodies, Viral; Chiroptera; Epidemics; Article; Severe Acute Respiratory Syndrome; Virulence; Cell Line; virology; animal; virus antibody; immunology; physiology; SARS coronavirus; lung; pathology; angiotensin converting enzyme 2; pathogenicity; severe acute respiratory syndrome; virus replication; virulence; Bagg albino mouse; Virus Replication; Neutralization Tests; serodiagnosis; monoclonal antibody; Antibodies, Monoclonal; bat; bronchiole; cell line; Chinese; Epithelial Cells; epithelium cell; lung parenchyma; orthology; phage display; phylogeny; reverse genetics; severe acute respiratory syndrome vaccine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J4RIH77N","journalArticle","2020","Santarpia, J.L.; Rivera, D.N.; Herrera, V.L.; Morwitzer, M.J.; Creager, H.M.; Santarpia, G.W.; Crown, K.K.; Brett-Major, D.M.; Schnaubelt, E.R.; Broadhurst, M.J.; Lawler, J.V.; Reid, S.P.; Lowe, J.J.","Aerosol and surface contamination of SARS-CoV-2 observed in quarantine and isolation care","Scientific Reports","","20452322 (ISSN)","10.1038/s41598-020-69286-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088783594&doi=10.1038%2fs41598-020-69286-3&partnerID=40&md5=a69fc93b5c67201391f64c19851dd72f","The novel severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) originated in Wuhan, China in late 2019, and its resulting coronavirus disease, COVID-19, was declared a pandemic by the World Health Organization on March 11, 2020. The rapid global spread of COVID-19 represents perhaps the most significant public health emergency in a century. As the pandemic progressed, a continued paucity of evidence on routes of SARS-CoV-2 transmission has resulted in shifting infection prevention and control guidelines between classically-defined airborne and droplet precautions. During the initial isolation of 13 individuals with COVID-19 at the University of Nebraska Medical Center, we collected air and surface samples to examine viral shedding from isolated individuals. We detected viral contamination among all samples, supporting the use of airborne isolation precautions when caring for COVID-19 patients. © 2020, The Author(s).","2020","2021-11-06 22:44:44","2021-11-06 22:44:44","","","","1","10","","","","","","","","","","","","","Scopus","","","","Publisher: Nature Research","","","","human; public health; metabolism; genetics; Humans; Public Health; Time Factors; Pandemics; Pneumonia, Viral; Infection Control; Reverse Transcriptase Polymerase Chain Reaction; Betacoronavirus; Coronavirus Infections; procedures; pandemic; time factor; Aerosols; RNA, Viral; aerosol; Coronavirus infection; isolation and purification; virology; virus pneumonia; virus RNA; infection control; physiology; pathology; reverse transcription polymerase chain reaction; air pollutant; Air Pollutants","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5EHIU8W4","presentation","2020","Lakdawala, Seema S.","What Do We Know About the Infectious Dose and Disease Relationship for SARS-CoV-2?","","","","","https://www.nationalacademies.org/event/08-26-2020/airborne-transmission-of-sars-cov-2-a-virtual-workshop","","2020-08-27","2021-11-06 21:40:30","2021-11-12 20:02:55","","","","","","","","","","","","","","","","","","","","","","Presenters: _:n292","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","National Academies of Sciences, Engineering, and Medicine’s Workshop on Airborne Transmission of SARS-CoV-2","","","","","","","","","","","","","","","",""
"383CZ4XV","journalArticle","2002","American Society of Heating, Refrigerating and Air-Conditioning Engineers, Inc","Standard for Ventilation for Acceptable Indoor Air Quality","ASHRAE Standard","","10412336","","https://www.ashrae.org/File%20Library/Technical%20Resources/Standards%20and%20Guidelines/Standards%20Addenda/62-2001/62-2001_Addendum-n.pdf","","2002","2021-11-06 22:44:38","2021-11-06 22:44:38","","","","62-2001","","","","","","","","","","","","","","Scopus","","","","Publisher: American Society of Heating, Refrigerating and Air-Conditioning Engineers (ASHRAE)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V5T3ZRMD","journalArticle","2021","Qian, Hua; Miao, Te; Liu, Li; Zheng, Xiaohong; Luo, Danting; Li, Yuguo","Indoor transmission of SARS-CoV-2","Indoor Air","","1600-0668","10.1111/ina.12766","","It is essential to understand where and how severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is transmitted. Case reports were extracted from the local Municipal Health Commissions of 320 prefectural municipalities in China (not including Hubei Province). We identified all outbreaks involving three or more cases and reviewed the major characteristics of the enclosed spaces in which the outbreaks were reported and their associated indoor environmental aspects. Three hundred and eighteen outbreaks with three or more cases were identified, comprising a total of 1245 confirmed cases in 120 prefectural cities. Among the identified outbreaks, 53.8% involved three cases, 26.4% involved four cases, and only 1.6% involved ten or more cases. Home-based outbreaks were the dominant category (254 of 318 outbreaks; 79.9%), followed by transport-based outbreaks (108; 34.0%), and many outbreaks occurred in more than one category of venue. All identified outbreaks of three or more cases occurred in indoor environments, which confirm that sharing indoor spaces with one or more infected persons is a major SARS-CoV-2 infection risk.","2021-05","2021-11-06 22:40:34","2021-11-12 20:05:21","","639-645","","3","31","","Indoor Air","","","","","","","","eng","","","","","PubMed","","PMID: 33131151","","/Users/jodi/Zotero/storage/6AJGBXEX/Qian et al. - 2021 - Indoor transmission of SARS-CoV-2.pdf; /Users/jodi/Zotero/storage/GVTV58G8/Qian et al. - 2021 - Indoor transmission of SARS-CoV-2.pdf; /Users/jodi/Zotero/storage/C4DG2DU6/Qian et al. - 2021 - Indoor transmission of SARS-CoV-2.pdf; ; ","http://www.ncbi.nlm.nih.gov/pubmed/33131151; http://www.ncbi.nlm.nih.gov/pubmed/33131151","","Humans; China; COVID-19; Disease Outbreaks; SARS-CoV-2; Air Pollution, Indoor; Air Microbiology; Built Environment; crowding; Disease Transmission, Infectious; indoor environments; indoor hygiene; outbreak","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5FN8TZVD","report","2020","Imai, N.; Cori, A.; Dorigatti, I.; Baguelin, M.; Donnelly, C.; Riley, S.; Ferguson, N.","Report 3: Transmissibility of 2019-nCoV","","","","","http://spiral.imperial.ac.uk/handle/10044/1/77148","Self-sustaining human-to-human transmission of the novel coronavirus (2019-nCov) is the only plausible explanation of the scale of the outbreak in Wuhan. We estimate that, on average, each case infected 2.6 (uncertainty range: 1.5-3.5) other people up to 18th January 2020, based on an analysis combining our past estimates of the size of the outbreak in Wuhan with computational modelling of potential epidemic trajectories. This implies that control measures need to block well over 60% of transmission to be effective in controlling the outbreak. It is likely, based on the experience of SARS and MERS-CoV, that the number of secondary cases caused by a case of 2019-nCoV is highly variable – with many cases causing no secondary infections, and a few causing many. Whether transmission is continuing at the same rate currently depends on the effectiveness of current control measures implemented in China and the extent to which the populations of affected areas have adopted risk-reducing behaviours. In the absence of antiviral drugs or vaccines, control relies upon the prompt detection and isolation of symptomatic cases. It is unclear at the current time whether this outbreak can be contained within China; uncertainties include the severity spectrum of the disease caused by this virus and whether cases with relatively mild symptoms are able to transmit the virus efficiently. Identification and testing of potential cases need to be as extensive as is permitted by healthcare and diagnostic testing capacity – including the identification, testing and isolation of suspected cases with only mild to moderate disease (e.g. influenza-like illness), when logistically feasible.","2020-01-25","2021-11-06 21:40:31","2021-11-12 20:02:18","2021-11-06 21:27:19","","","","","","","Report 3","","","","","Imperial College London","","en-US-GB","© 2020. This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License (https://creativecommons.org/licenses/by-nc-nd/4.0/).","Report","","","spiral.imperial.ac.uk","","Publication Title: 6 DOI: 10.25561/77148","","/Users/jodi/Zotero/storage/KXCNC873/Imai et al. - 2020 - Report 3 Transmissibility of 2019-nCoV.pdf; /Users/jodi/Zotero/storage/W5W2GJHU/Imai et al. - 2020 - Report 3 Transmissibility of 2019-nCoV.pdf; /Users/jodi/Zotero/storage/PXVZ239Z/Imai et al. - 2020 - Report 3 Transmissibility of 2019-nCoV.pdf; /Users/jodi/Zotero/storage/J7WBMFFX/Imai et al. - 2020 - Report 3 Transmissibility of 2019-nCoV.pdf; /Users/jodi/Zotero/storage/5TJH562U/77148.html","","","COVID-19; Transmissibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TA4XU3NW","report","2009","National Institute for Occupational Safety and Health","Environmental control for tuberculosis: basic upper-room ultraviolet germicidal irradiation guidelines for healthcare settings.","","","","","https://www.cdc.gov/niosh/docs/2009-105/","Research indicates that an appropriately designed and maintained upper-room UVGI system may kill or inactivate airborne TB bacteria and increase the protection afforded to healthcare workers while maintaining a safe level of UVGI in the occupied lower portion of the room. The purpose of this document is to examine the different parameters necessary for an effec­tive upper-room UVGI system and to provide guidelines to healthcare managers, facility designers, engineers, and industrial hygienists on the parameters necessary to install and maintain an effective upper-room UVGI system. These guidelines are consistent with previous CDC healthcare guidelines and expand upon them. This document provides an overview of the current knowledge concerning upper-room UVGI systems and research needs. Information from CDC/NIOSH-funded laboratory studies and other relevant studies is combined in this report to provide guide­lines for the installation and use of upper-room UVGI systems. Although other pathogenic microorganisms may be killed or inactivated by upper-room UVGI systems, the guidelines were developed for the installation and use of upper-room UVGI systems capable of killing or inactivating surrogates of mycobacteria.","2009-03-01","2021-11-06 21:40:31","2021-11-12 20:04:51","2021-11-06 21:14:28","","","","","","","Environmental control for tuberculosis","","","","","U.S. Department of Health and Human Services, Public Health Service, Centers for Disease Control and Prevention, National Institute for Occupational Safety and Health","","en","","","","","DOI.org (Crossref)","","DOI: 10.26616/NIOSHPUB2009105","","/Users/jodi/Zotero/storage/GZQBDPE9/2009 - Environmental control for tuberculosis basic uppe.pdf; /Users/jodi/Zotero/storage/6K6NAC6R/2009 - Environmental control for tuberculosis basic uppe.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RVIXF5IW","book","2004","National Research Council","Research Priorities for Airborne Particulate Matter: IV. Continuing Research Progress","","978-0-309-09199-2","","","https://www.nap.edu/catalog/10957/research-priorities-for-airborne-particulate-matter-iv-continuing-research-progress","In 1997, the U.S. Environmental Protection Agency (EPA) established regulatory standards to address health risks posed by inhaling tiny particles from smoke, vehicle exhaust, and other sources. At the same time, Congress and the EPA began a multimillion dollar research effort to better understand the sources of these airborne particles, the levels of exposure to people, and the ways that these particles cause disease.","2004","2021-11-06 21:40:31","2021-11-12 20:04:53","2021-11-06 21:13:15","","372","","","","","Research Priorities for Airborne Particulate Matter","","","","","The National Academies Press","Washington, DC","English","","","","","National Academies Press","","DOI: 10.17226/10957","","","","","Environment and Environmental Studies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4BFBTEIF","report","2020","Bundgaard, Henning; Rigshospitalet; Nordsjaellands Hospital; Hvidovre University Hospital; Herlev Hospital; Technical University of Denmark","Reduction in COVID-19 Infection Using Surgical Facial Masks Outside the Healthcare System","","","","","https://clinicaltrials.gov/ct2/show/NCT04337541","In the current COVID-19 pandemic with coronavirus, SARS-COV2, the Danish Health Authorities recommend using facial masks in the health care system when handling patients presumed or proven to be infected with the virus. However, the use of facial masks outside the health care system is not recommended by the Danish Health Authorities. Here, Health Authorities in other countries have different recommendations for the use of facial masks. Challenges when using facial masks outside the health care system include wearing the mask consistently, an efficacy of the mask of app. 8 hours necessitating a change of mask throughout the day, and that it is not sufficiently tight enough to safely keep the virus out. Moreover, the eyes (mucous membrane) remain exposed. Compliance could also be another challenge. SARS-COV2 is assumed to primarily enter the body via the mouth through respiratory droplets - or possibly through inhalation of aerosol containing the virus. From the mouth the virus is assumed to spread to the airways and the gastro-intestinal tract. SARS-COV2 is also known to be transmitted via physical contact, helped along by the fact that the virus can survive on surfaces for at least 72 hours. Touching such a contaminated surface can transfer the virus to the mouth via the hand - and thus lead to infection of the person. Facial masks are expected to protect against viral infection in two ways; By reducing the risk of getting the virus in via the mouth or nose via respiratory droplets or aerosol By reducing the transfer from virus-contaminated hands to the mouth or nose Hypothesis The use of surgical facial masks outside the hospital will reduce the frequency of COVID-19 infection. All participants will follow authority recommendations and be randomized to either wear facial masks or not. The participants will be screened for antibodies at study start and study end. They will perform swab-test if they experience symptoms during the study as well as the end of study.","2020-07","2021-11-06 21:40:31","2021-11-12 20:00:51","2021-09-13 00:00:00","","","","","","","","","","","","","","","","Clinical trial registration","","","clinicaltrials.gov","","submitted: April 2, 2020","","","","","","","","","Rigshospitalet; Nordsjaellands Hospital; Hvidovre University Hospital; Herlev Hospital; Technical University of Denmark","","","","","","","","","","","","","","","NCT04337541","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZISPPPJQ","presentation","2020","Samet, Jonathan M.","Workshop Goals and Framework","","","","","https://www.nationalacademies.org/event/08-26-2020/airborne-transmission-of-sars-cov-2-a-virtual-workshop","","2020-08-26","2021-11-06 21:40:30","2021-11-12 20:05:55","","","","","","","","","","","","","","","","","","","","","","Presenters: _:n296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","National Academies of Sciences, Engineering, and Medicine’s Workshop on Airborne Transmission of SARS-CoV-2","","","","","","","","","","","","","","","",""
"XK9PFKXF","presentation","2020","Burke, Thomas A.","Overview of the Environmental Health Matters Initiative","","","","","https://www.nationalacademies.org/event/08-26-2020/airborne-transmission-of-sars-cov-2-a-virtual-workshop","","2020-08-26","2021-11-06 21:40:30","2021-11-12 20:01:01","","","","","","","","","","","","","","","","","","","","","","Presenters: _:n294","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","National Academies of Sciences, Engineering, and Medicine’s Workshop on Airborne Transmission of SARS-CoV-2","","","","","","","","","","","","","","","",""
"2U3KUB3Q","presentation","2020","Menachery, Vineet D.","Disease Severity of Coronavirus as a Function of Dose, Age, and Genetic Background","","","","","https://www.nationalacademies.org/event/08-26-2020/airborne-transmission-of-sars-cov-2-a-virtual-workshop","","2020-08-27","2021-11-06 21:40:30","2021-11-12 20:04:18","","","","","","","","","","","","","","","","","","","","","","Presenters: _:n288","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","National Academies of Sciences, Engineering, and Medicine’s Workshop on Airborne Transmission of SARS-CoV-2","","","","","","","","","","","","","","","",""
"GBECEHDD","presentation","2020","Marr, Linsey C.","Aerosols and Transmission of Respiratory Viruses 101","","","","","https://www.nationalacademies.org/event/08-26-2020/airborne-transmission-of-sars-cov-2-a-virtual-workshop","","2020-08-26","2021-11-06 21:40:30","2021-11-12 20:03:57","","","","","","","","","","","","","","","","","","","","","","Presenters: _:n290","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","National Academies of Sciences, Engineering, and Medicine’s Workshop on Airborne Transmission of SARS-CoV-2","","","","","","","","","","","","","","","",""
